======================================================================
Latent COT Dynamical Systems Analysis
======================================================================
Output directory: results\codi_gpt2\20260416_010237

[Step 1] Loading model...
Loading weights:   0%|          | 0/154 [00:00<?, ?it/s]Loading weights: 100%|##########| 154/154 [00:00<00:00, 10216.74it/s]
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Passing `generation_config` together with generation-related arguments=({'num_return_sequences', 'use_cache'}) is deprecated and will be removed in future versions. Please pass either a `generation_config` object OR all generation parameters explicitly, but not both.
Loaded codi model from checkpoints/codi

[Step 2] Running inference on dataset...

GSM8K concept distribution (full train+test split, 8792 rows):
  Geometry                      : 210
  Rates & Speed                 : 675
  Percentages & Ratios          : 1266
  Money & Pricing               : 2741
  Fractions & Decimals          : 1045
  Multiplication & Division     : 224
  Arithmetic & Multi-step       : 2631
  WARNING: concept 'Geometry' has only 210 samples (quota=2858); using all 210
  WARNING: concept 'Rates & Speed' has only 675 samples (quota=2857); using all 675
  WARNING: concept 'Percentages & Ratios' has only 1266 samples (quota=2857); using all 1266
  WARNING: concept 'Money & Pricing' has only 2741 samples (quota=2857); using all 2741
  WARNING: concept 'Fractions & Decimals' has only 1045 samples (quota=2857); using all 1045
  WARNING: concept 'Multiplication & Division' has only 224 samples (quota=2857); using all 224
  WARNING: concept 'Arithmetic & Multi-step' has only 2631 samples (quota=2857); using all 2631

Stratified sample counts (total=8792):
  Geometry                      : 210
  Rates & Speed                 : 675
  Percentages & Ratios          : 1266
  Money & Pricing               : 2741
  Fractions & Decimals          : 1045
  Multiplication & Division     : 224
  Arithmetic & Multi-step       : 2631
[1/8792] Label=Arithmetic & Multi-step      Expected=7.0, Predicted=2.0, Correct=False, Latent shape=torch.Size([6, 768])
[31/8792] Label=Money & Pricing              Expected=140000.0, Predicted=56000.0, Correct=False, Latent shape=torch.Size([6, 768])
[32/8792] Label=Arithmetic & Multi-step      Expected=150.0, Predicted=150.0, Correct=True, Latent shape=torch.Size([6, 768])
[33/8792] Label=Arithmetic & Multi-step      Expected=16.0, Predicted=16.0, Correct=True, Latent shape=torch.Size([6, 768])
[34/8792] Label=Arithmetic & Multi-step      Expected=17.0, Predicted=17.0, Correct=True, Latent shape=torch.Size([6, 768])
[35/8792] Label=Money & Pricing              Expected=96.0, Predicted=80.0, Correct=False, Latent shape=torch.Size([6, 768])
[36/8792] Label=Money & Pricing              Expected=4.0, Predicted=44.0, Correct=False, Latent shape=torch.Size([6, 768])
[37/8792] Label=Arithmetic & Multi-step      Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[38/8792] Label=Arithmetic & Multi-step      Expected=30.0, Predicted=30.0, Correct=True, Latent shape=torch.Size([6, 768])
[39/8792] Label=Arithmetic & Multi-step      Expected=1600.0, Predicted=1600.0, Correct=True, Latent shape=torch.Size([6, 768])
[40/8792] Label=Money & Pricing              Expected=8.0, Predicted=2.0, Correct=False, Latent shape=torch.Size([6, 768])
[41/8792] Label=Money & Pricing              Expected=120.0, Predicted=480.0, Correct=False, Latent shape=torch.Size([6, 768])
[42/8792] Label=Fractions & Decimals         Expected=392.0, Predicted=392.0, Correct=True, Latent shape=torch.Size([6, 768])
[43/8792] Label=Money & Pricing              Expected=63.0, Predicted=63.0, Correct=True, Latent shape=torch.Size([6, 768])
[44/8792] Label=Geometry                     Expected=38400.0, Predicted=38400.0, Correct=True, Latent shape=torch.Size([6, 768])
[45/8792] Label=Rates & Speed                Expected=1280.0, Predicted=1280.0, Correct=True, Latent shape=torch.Size([6, 768])
[46/8792] Label=Fractions & Decimals         Expected=35.0, Predicted=23.0, Correct=False, Latent shape=torch.Size([6, 768])
[47/8792] Label=Arithmetic & Multi-step      Expected=6.0, Predicted=6.0, Correct=True, Latent shape=torch.Size([6, 768])
[48/8792] Label=Percentages & Ratios         Expected=16.0, Predicted=26.0, Correct=False, Latent shape=torch.Size([6, 768])
[49/8792] Label=Percentages & Ratios         Expected=45.0, Predicted=45.0, Correct=True, Latent shape=torch.Size([6, 768])
[50/8792] Label=Rates & Speed                Expected=45.0, Predicted=25.0, Correct=False, Latent shape=torch.Size([6, 768])
[51/8792] Label=Money & Pricing              Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[52/8792] Label=Arithmetic & Multi-step      Expected=146.0, Predicted=160.0, Correct=False, Latent shape=torch.Size([6, 768])
[53/8792] Label=Percentages & Ratios         Expected=74.0, Predicted=74.0, Correct=True, Latent shape=torch.Size([6, 768])
[54/8792] Label=Fractions & Decimals         Expected=375.0, Predicted=375.0, Correct=True, Latent shape=torch.Size([6, 768])
[55/8792] Label=Money & Pricing              Expected=160.0, Predicted=160.0, Correct=True, Latent shape=torch.Size([6, 768])
[56/8792] Label=Fractions & Decimals         Expected=75.0, Predicted=75.0, Correct=True, Latent shape=torch.Size([6, 768])
[57/8792] Label=Arithmetic & Multi-step      Expected=14.0, Predicted=14.0, Correct=True, Latent shape=torch.Size([6, 768])
[58/8792] Label=Fractions & Decimals         Expected=2.0, Predicted=1.0, Correct=False, Latent shape=torch.Size([6, 768])
[59/8792] Label=Multiplication & Division    Expected=12.0, Predicted=12.0, Correct=True, Latent shape=torch.Size([6, 768])
[60/8792] Label=Money & Pricing              Expected=200.0, Predicted=200.0, Correct=True, Latent shape=torch.Size([6, 768])
[61/8792] Label=Fractions & Decimals         Expected=225.0, Predicted=750.0, Correct=False, Latent shape=torch.Size([6, 768])
[62/8792] Label=Arithmetic & Multi-step      Expected=48.0, Predicted=48.0, Correct=True, Latent shape=torch.Size([6, 768])
[63/8792] Label=Money & Pricing              Expected=25.0, Predicted=25.0, Correct=True, Latent shape=torch.Size([6, 768])
[64/8792] Label=Percentages & Ratios         Expected=40.0, Predicted=40.0, Correct=True, Latent shape=torch.Size([6, 768])
[65/8792] Label=Multiplication & Division    Expected=29.0, Predicted=29.0, Correct=True, Latent shape=torch.Size([6, 768])
[66/8792] Label=Money & Pricing              Expected=42.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[67/8792] Label=Fractions & Decimals         Expected=8.0, Predicted=8.0, Correct=True, Latent shape=torch.Size([6, 768])
[68/8792] Label=Fractions & Decimals         Expected=13.0, Predicted=13.0, Correct=True, Latent shape=torch.Size([6, 768])
[69/8792] Label=Money & Pricing              Expected=120.0, Predicted=120.0, Correct=True, Latent shape=torch.Size([6, 768])
[70/8792] Label=Rates & Speed                Expected=2.0, Predicted=2.5, Correct=False, Latent shape=torch.Size([6, 768])
[71/8792] Label=Money & Pricing              Expected=106.0, Predicted=104.0, Correct=False, Latent shape=torch.Size([6, 768])
[72/8792] Label=Money & Pricing              Expected=78.0, Predicted=96.0, Correct=False, Latent shape=torch.Size([6, 768])
[73/8792] Label=Money & Pricing              Expected=39.0, Predicted=37.0, Correct=False, Latent shape=torch.Size([6, 768])
[74/8792] Label=Arithmetic & Multi-step      Expected=49.0, Predicted=7.0, Correct=False, Latent shape=torch.Size([6, 768])
[75/8792] Label=Arithmetic & Multi-step      Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[76/8792] Label=Arithmetic & Multi-step      Expected=7.0, Predicted=7.0, Correct=True, Latent shape=torch.Size([6, 768])
[77/8792] Label=Arithmetic & Multi-step      Expected=72.0, Predicted=68.0, Correct=False, Latent shape=torch.Size([6, 768])
[78/8792] Label=Arithmetic & Multi-step      Expected=2.0, Predicted=1.0, Correct=False, Latent shape=torch.Size([6, 768])
[79/8792] Label=Arithmetic & Multi-step      Expected=200.0, Predicted=200.0, Correct=True, Latent shape=torch.Size([6, 768])
[80/8792] Label=Money & Pricing              Expected=59.0, Predicted=59.0, Correct=True, Latent shape=torch.Size([6, 768])
[81/8792] Label=Money & Pricing              Expected=1600.0, Predicted=1600.0, Correct=True, Latent shape=torch.Size([6, 768])
[82/8792] Label=Rates & Speed                Expected=30.0, Predicted=30.0, Correct=True, Latent shape=torch.Size([6, 768])
[83/8792] Label=Fractions & Decimals         Expected=35.0, Predicted=30.0, Correct=False, Latent shape=torch.Size([6, 768])
[84/8792] Label=Rates & Speed                Expected=1330.0, Predicted=640.0, Correct=False, Latent shape=torch.Size([6, 768])
[85/8792] Label=Percentages & Ratios         Expected=18.0, Predicted=18.0, Correct=True, Latent shape=torch.Size([6, 768])
[86/8792] Label=Multiplication & Division    Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[87/8792] Label=Money & Pricing              Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[88/8792] Label=Money & Pricing              Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[89/8792] Label=Rates & Speed                Expected=800.0, Predicted=800.0, Correct=True, Latent shape=torch.Size([6, 768])
[90/8792] Label=Money & Pricing              Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[91/8792] Label=Arithmetic & Multi-step      Expected=200.0, Predicted=200.0, Correct=True, Latent shape=torch.Size([6, 768])
[92/8792] Label=Money & Pricing              Expected=1000.0, Predicted=1400.0, Correct=False, Latent shape=torch.Size([6, 768])
[93/8792] Label=Fractions & Decimals         Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[94/8792] Label=Arithmetic & Multi-step      Expected=33.0, Predicted=33.0, Correct=True, Latent shape=torch.Size([6, 768])
[95/8792] Label=Arithmetic & Multi-step      Expected=35.0, Predicted=35.0, Correct=True, Latent shape=torch.Size([6, 768])
[96/8792] Label=Fractions & Decimals         Expected=130.0, Predicted=130.0, Correct=True, Latent shape=torch.Size([6, 768])
[97/8792] Label=Fractions & Decimals         Expected=9.0, Predicted=7.0, Correct=False, Latent shape=torch.Size([6, 768])
[98/8792] Label=Money & Pricing              Expected=240.0, Predicted=240.0, Correct=True, Latent shape=torch.Size([6, 768])
[99/8792] Label=Money & Pricing              Expected=10.0, Predicted=10.0, Correct=True, Latent shape=torch.Size([6, 768])
[100/8792] Label=Arithmetic & Multi-step      Expected=9.0, Predicted=9.5, Correct=False, Latent shape=torch.Size([6, 768])
[101/8792] Label=Arithmetic & Multi-step      Expected=60.0, Predicted=60.0, Correct=True, Latent shape=torch.Size([6, 768])
[102/8792] Label=Money & Pricing              Expected=3.0, Predicted=3.0, Correct=True, Latent shape=torch.Size([6, 768])
[103/8792] Label=Money & Pricing              Expected=37.0, Predicted=25.0, Correct=False, Latent shape=torch.Size([6, 768])
[104/8792] Label=Arithmetic & Multi-step      Expected=28.0, Predicted=28.0, Correct=True, Latent shape=torch.Size([6, 768])
[105/8792] Label=Money & Pricing              Expected=360000.0, Predicted=360000.0, Correct=True, Latent shape=torch.Size([6, 768])
[106/8792] Label=Percentages & Ratios         Expected=30.0, Predicted=30.0, Correct=True, Latent shape=torch.Size([6, 768])
[107/8792] Label=Arithmetic & Multi-step      Expected=189.0, Predicted=5.25, Correct=False, Latent shape=torch.Size([6, 768])
[108/8792] Label=Arithmetic & Multi-step      Expected=5.0, Predicted=5.0, Correct=True, Latent shape=torch.Size([6, 768])
[109/8792] Label=Percentages & Ratios         Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[110/8792] Label=Arithmetic & Multi-step      Expected=98.0, Predicted=102.0, Correct=False, Latent shape=torch.Size([6, 768])
[111/8792] Label=Money & Pricing              Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[112/8792] Label=Percentages & Ratios         Expected=100000.0, Predicted=104000.0, Correct=False, Latent shape=torch.Size([6, 768])
[113/8792] Label=Percentages & Ratios         Expected=90.0, Predicted=121.0, Correct=False, Latent shape=torch.Size([6, 768])
[114/8792] Label=Money & Pricing              Expected=90000.0, Predicted=90000.0, Correct=True, Latent shape=torch.Size([6, 768])
[115/8792] Label=Money & Pricing              Expected=4100.0, Predicted=4100.0, Correct=True, Latent shape=torch.Size([6, 768])
[116/8792] Label=Arithmetic & Multi-step      Expected=600.0, Predicted=600.0, Correct=True, Latent shape=torch.Size([6, 768])
[117/8792] Label=Arithmetic & Multi-step      Expected=36.0, Predicted=4.0, Correct=False, Latent shape=torch.Size([6, 768])
[118/8792] Label=Fractions & Decimals         Expected=13.0, Predicted=13.0, Correct=True, Latent shape=torch.Size([6, 768])
[119/8792] Label=Fractions & Decimals         Expected=21.0, Predicted=21.0, Correct=True, Latent shape=torch.Size([6, 768])
[120/8792] Label=Percentages & Ratios         Expected=95.0, Predicted=37.5, Correct=False, Latent shape=torch.Size([6, 768])
[121/8792] Label=Fractions & Decimals         Expected=10.0, Predicted=10.0, Correct=True, Latent shape=torch.Size([6, 768])
[122/8792] Label=Money & Pricing              Expected=19.0, Predicted=13.0, Correct=False, Latent shape=torch.Size([6, 768])
[123/8792] Label=Arithmetic & Multi-step      Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[124/8792] Label=Arithmetic & Multi-step      Expected=30.0, Predicted=30.0, Correct=True, Latent shape=torch.Size([6, 768])
[125/8792] Label=Percentages & Ratios         Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[126/8792] Label=Arithmetic & Multi-step      Expected=3.0, Predicted=4.0, Correct=False, Latent shape=torch.Size([6, 768])
[127/8792] Label=Money & Pricing              Expected=37.0, Predicted=37.0, Correct=True, Latent shape=torch.Size([6, 768])
[128/8792] Label=Geometry                     Expected=2.0, Predicted=1.0, Correct=False, Latent shape=torch.Size([6, 768])
[129/8792] Label=Fractions & Decimals         Expected=250.0, Predicted=250.0, Correct=True, Latent shape=torch.Size([6, 768])
[130/8792] Label=Money & Pricing              Expected=4.0, Predicted=4.57, Correct=False, Latent shape=torch.Size([6, 768])
[131/8792] Label=Money & Pricing              Expected=36.0, Predicted=36.0, Correct=True, Latent shape=torch.Size([6, 768])
[132/8792] Label=Percentages & Ratios         Expected=50000.0, Predicted=50000.0, Correct=True, Latent shape=torch.Size([6, 768])
[133/8792] Label=Money & Pricing              Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[134/8792] Label=Arithmetic & Multi-step      Expected=360.0, Predicted=360.0, Correct=True, Latent shape=torch.Size([6, 768])
[135/8792] Label=Rates & Speed                Expected=2.0, Predicted=2.2, Correct=False, Latent shape=torch.Size([6, 768])
[136/8792] Label=Money & Pricing              Expected=12.0, Predicted=12.0, Correct=True, Latent shape=torch.Size([6, 768])
[137/8792] Label=Rates & Speed                Expected=34560.0, Predicted=57600.0, Correct=False, Latent shape=torch.Size([6, 768])
[138/8792] Label=Arithmetic & Multi-step      Expected=240.0, Predicted=240.0, Correct=True, Latent shape=torch.Size([6, 768])
[139/8792] Label=Percentages & Ratios         Expected=300.0, Predicted=285.0, Correct=False, Latent shape=torch.Size([6, 768])
[140/8792] Label=Arithmetic & Multi-step      Expected=1316.0, Predicted=1224.0, Correct=False, Latent shape=torch.Size([6, 768])
[141/8792] Label=Arithmetic & Multi-step      Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[142/8792] Label=Arithmetic & Multi-step      Expected=2520000.0, Predicted=2520000.0, Correct=True, Latent shape=torch.Size([6, 768])
[143/8792] Label=Money & Pricing              Expected=20.0, Predicted=40.0, Correct=False, Latent shape=torch.Size([6, 768])
[144/8792] Label=Money & Pricing              Expected=2280.0, Predicted=2370.0, Correct=False, Latent shape=torch.Size([6, 768])
[145/8792] Label=Arithmetic & Multi-step      Expected=6.0, Predicted=6.0, Correct=True, Latent shape=torch.Size([6, 768])
[146/8792] Label=Fractions & Decimals         Expected=2000.0, Predicted=2000.0, Correct=True, Latent shape=torch.Size([6, 768])
[147/8792] Label=Arithmetic & Multi-step      Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[148/8792] Label=Arithmetic & Multi-step      Expected=450.0, Predicted=150.0, Correct=False, Latent shape=torch.Size([6, 768])
[149/8792] Label=Money & Pricing              Expected=15.0, Predicted=15.0, Correct=True, Latent shape=torch.Size([6, 768])
[150/8792] Label=Arithmetic & Multi-step      Expected=30.0, Predicted=50.0, Correct=False, Latent shape=torch.Size([6, 768])
[151/8792] Label=Money & Pricing              Expected=22.0, Predicted=-8.0, Correct=False, Latent shape=torch.Size([6, 768])
[152/8792] Label=Percentages & Ratios         Expected=67.0, Predicted=50.0, Correct=False, Latent shape=torch.Size([6, 768])
[153/8792] Label=Arithmetic & Multi-step      Expected=30.0, Predicted=30.0, Correct=True, Latent shape=torch.Size([6, 768])
[154/8792] Label=Geometry                     Expected=3.0, Predicted=3.0, Correct=True, Latent shape=torch.Size([6, 768])
[155/8792] Label=Money & Pricing              Expected=10000.0, Predicted=2000.0, Correct=False, Latent shape=torch.Size([6, 768])
[156/8792] Label=Fractions & Decimals         Expected=175.0, Predicted=175.0, Correct=True, Latent shape=torch.Size([6, 768])
[157/8792] Label=Rates & Speed                Expected=6.0, Predicted=6.0, Correct=True, Latent shape=torch.Size([6, 768])
[158/8792] Label=Percentages & Ratios         Expected=160.0, Predicted=160.0, Correct=True, Latent shape=torch.Size([6, 768])
[159/8792] Label=Arithmetic & Multi-step      Expected=60.0, Predicted=60.0, Correct=True, Latent shape=torch.Size([6, 768])
[160/8792] Label=Money & Pricing              Expected=6.0, Predicted=10.0, Correct=False, Latent shape=torch.Size([6, 768])
[161/8792] Label=Percentages & Ratios         Expected=96.0, Predicted=96.0, Correct=True, Latent shape=torch.Size([6, 768])
[162/8792] Label=Arithmetic & Multi-step      Expected=27.0, Predicted=27.0, Correct=True, Latent shape=torch.Size([6, 768])
[163/8792] Label=Arithmetic & Multi-step      Expected=100.0, Predicted=100.0, Correct=True, Latent shape=torch.Size([6, 768])
[164/8792] Label=Arithmetic & Multi-step      Expected=10.0, Predicted=10.0, Correct=True, Latent shape=torch.Size([6, 768])
[165/8792] Label=Money & Pricing              Expected=300.0, Predicted=250.0, Correct=False, Latent shape=torch.Size([6, 768])
[166/8792] Label=Money & Pricing              Expected=500.0, Predicted=650.0, Correct=False, Latent shape=torch.Size([6, 768])
[167/8792] Label=Rates & Speed                Expected=205.0, Predicted=205.0, Correct=True, Latent shape=torch.Size([6, 768])
[168/8792] Label=Rates & Speed                Expected=1250.0, Predicted=1250.0, Correct=True, Latent shape=torch.Size([6, 768])
[169/8792] Label=Arithmetic & Multi-step      Expected=2.0, Predicted=2.0, Correct=True, Latent shape=torch.Size([6, 768])
[170/8792] Label=Money & Pricing              Expected=1920.0, Predicted=1920.0, Correct=True, Latent shape=torch.Size([6, 768])
[171/8792] Label=Money & Pricing              Expected=31.0, Predicted=26.75, Correct=False, Latent shape=torch.Size([6, 768])
[172/8792] Label=Fractions & Decimals         Expected=38.0, Predicted=38.0, Correct=True, Latent shape=torch.Size([6, 768])
[173/8792] Label=Arithmetic & Multi-step      Expected=2.0, Predicted=2.0, Correct=True, Latent shape=torch.Size([6, 768])
[174/8792] Label=Arithmetic & Multi-step      Expected=280.0, Predicted=280.0, Correct=True, Latent shape=torch.Size([6, 768])
[175/8792] Label=Money & Pricing              Expected=90.0, Predicted=90.0, Correct=True, Latent shape=torch.Size([6, 768])
[176/8792] Label=Money & Pricing              Expected=71.0, Predicted=71.0, Correct=True, Latent shape=torch.Size([6, 768])
[177/8792] Label=Money & Pricing              Expected=10400.0, Predicted=8800.0, Correct=False, Latent shape=torch.Size([6, 768])
[178/8792] Label=Money & Pricing              Expected=1350.0, Predicted=1500.0, Correct=False, Latent shape=torch.Size([6, 768])
[179/8792] Label=Money & Pricing              Expected=2.0, Predicted=2.0, Correct=True, Latent shape=torch.Size([6, 768])
[180/8792] Label=Percentages & Ratios         Expected=80.0, Predicted=140.0, Correct=False, Latent shape=torch.Size([6, 768])
[181/8792] Label=Money & Pricing              Expected=24.0, Predicted=24.0, Correct=True, Latent shape=torch.Size([6, 768])
[182/8792] Label=Arithmetic & Multi-step      Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[183/8792] Label=Arithmetic & Multi-step      Expected=36.0, Predicted=42.0, Correct=False, Latent shape=torch.Size([6, 768])
[184/8792] Label=Percentages & Ratios         Expected=15.0, Predicted=35.0, Correct=False, Latent shape=torch.Size([6, 768])
[185/8792] Label=Money & Pricing              Expected=5.0, Predicted=5.0, Correct=True, Latent shape=torch.Size([6, 768])
[186/8792] Label=Fractions & Decimals         Expected=14.0, Predicted=14.0, Correct=True, Latent shape=torch.Size([6, 768])
[187/8792] Label=Money & Pricing              Expected=3600.0, Predicted=3600.0, Correct=True, Latent shape=torch.Size([6, 768])
[188/8792] Label=Arithmetic & Multi-step      Expected=70.0, Predicted=30.0, Correct=False, Latent shape=torch.Size([6, 768])
[189/8792] Label=Arithmetic & Multi-step      Expected=28.0, Predicted=22.0, Correct=False, Latent shape=torch.Size([6, 768])
[190/8792] Label=Fractions & Decimals         Expected=32.0, Predicted=68.0, Correct=False, Latent shape=torch.Size([6, 768])
[191/8792] Label=Percentages & Ratios         Expected=28.0, Predicted=28.0, Correct=True, Latent shape=torch.Size([6, 768])
[192/8792] Label=Money & Pricing              Expected=99.0, Predicted=99.0, Correct=True, Latent shape=torch.Size([6, 768])
[193/8792] Label=Money & Pricing              Expected=4.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[194/8792] Label=Arithmetic & Multi-step      Expected=12.0, Predicted=12.0, Correct=True, Latent shape=torch.Size([6, 768])
[195/8792] Label=Percentages & Ratios         Expected=2290.0, Predicted=2122.0, Correct=False, Latent shape=torch.Size([6, 768])
[196/8792] Label=Arithmetic & Multi-step      Expected=80.0, Predicted=80.0, Correct=True, Latent shape=torch.Size([6, 768])
[197/8792] Label=Arithmetic & Multi-step      Expected=30.0, Predicted=30.0, Correct=True, Latent shape=torch.Size([6, 768])
[198/8792] Label=Money & Pricing              Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[199/8792] Label=Money & Pricing              Expected=3.0, Predicted=3.0, Correct=True, Latent shape=torch.Size([6, 768])
[200/8792] Label=Money & Pricing              Expected=18.0, Predicted=18.0, Correct=True, Latent shape=torch.Size([6, 768])
[201/8792] Label=Percentages & Ratios         Expected=72.0, Predicted=72.0, Correct=True, Latent shape=torch.Size([6, 768])
[202/8792] Label=Percentages & Ratios         Expected=54.0, Predicted=54.0, Correct=True, Latent shape=torch.Size([6, 768])
[203/8792] Label=Arithmetic & Multi-step      Expected=240.0, Predicted=540.0, Correct=False, Latent shape=torch.Size([6, 768])
